1.3871,-0.081594
1.6133,0.553
2.0873,0.24064
1.9353,0.53162
2.8254,1.3405
1.5755,0.61017
1.9268,1.0529
2.0121,0.26679
1.5879,0.98267
2.3238,0.097916
2.2232,0.51602
2.4629,0.68723
2.2063,0.78603
0.93495,0.56272
1.7099,0.27533
2.0935,0.2347
1.7555,0.38335
2.085,0.29425
1.9801,0.42627
1.8358,0.31484
2.0204,0.97262
2.1539,0.68097
2.3429,0.68504
1.7318,0.3483
1.8285,0.68304
1.7838,0.6969
2.2544,0.31919
2.4718,0.24325
2.3167,0.019519
2.4023,0.86184
2.0748,0.29636
1.7595,0.61402
2.2039,0.62493
2.5179,0.62736
2.1518,0.40854
2.2788,0.53209
1.537,0.50793
2.1713,1.0049
1.9538,0.25314
2.166,-0.39177
2.383,-0.010079
1.8082,-0.20368
2.4518,-0.65646
1.717,-0.092055
2.0122,-1.1406
2.0921,-0.47778
2.32,0.14032
1.9031,-0.18046
1.7192,-0.092518
-1.205,-0.35789
-1.5212,-0.44406
-2.2041,-0.12123
-1.534,0.36512
-2.1402,-0.41052
-1.3927,0.10111
-1.2139,-0.49179
-1.6848,-0.45902
-1.9025,-0.13478
-1.2619,-0.60062
-1.7832,-0.047317
-1.8755,-0.83498
-2.0085,-1.0562
-2.0703,-0.37768
-1.5473,-0.23134
-1.7295,0.052621
-1.3935,-0.2941
-1.647,-0.043671
-1.6929,-0.25783
-2.1464,-0.12615
-1.8626,-0.62063
-1.5987,-0.35292
-1.7584,-0.50934
-1.2475,-0.4011
-2.1794,0.359
-1.6844,-0.75125
-1.5956,-0.31975
-1.8467,-0.42627
-1.5964,-0.21619
-1.1316,0.2078
-1.9451,-0.056306
-1.7353,-0.52707
-2.0557,-0.76013
-1.4116,-0.075602
-1.9918,-0.62764
-1.8875,-0.54458
-1.2031,-0.19039
-1.383,-0.78673
-1.8568,0.13687
-1.325,-0.29915
-1.8277,-0.40023
-1.5982,-0.087653
-1.0797,-0.088136
-0.95285,-0.40475
-1.7629,0.0006999
-1.639,-0.21981
-1.3183,8.1886e-07
-1.4477,-0.25096
-1.6999,-0.38733
-1.6928,0.19462
-1.8652,-0.56496
